================================================================
   PREDATOR X — AUTHORIZATION CHAIN BACKFILL
================================================================
Dossiers needing backfill: 5592 | Dry-run: False
----------------------------------------------------------------
  Re-running PRV_NOV_003875fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_003875fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_345d4866 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_345d4866.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3464cf60 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3464cf60.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_346e1062 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_346e1062.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_34791c72 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_34791c72.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_34a649e5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_34a649e5.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_34bddee3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_34bddee3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_34cab2c1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_34cab2c1.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_355d406a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_355d406a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_357087d1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_357087d1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_358cc4f8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_358cc4f8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_359cf19a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_359cf19a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35a3b31c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35a3b31c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35ba74ae through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35ba74ae.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_35bb8855 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35bb8855.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35bddfaa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35bddfaa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35be47f0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35be47f0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35d66394 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35d66394.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_35d67d55 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35d67d55.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_35d82e73 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35d82e73.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_35db92aa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35db92aa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35dc4099 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35dc4099.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_35f0ae04 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_35f0ae04.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_361b6060 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_361b6060.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_362150e0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_362150e0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3629899e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3629899e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_362d3b3e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_362d3b3e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36337858 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36337858.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36346524 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36346524.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3649197a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3649197a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3662f644 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3662f644.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3663b690 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3663b690.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_366bdc81 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_366bdc81.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_36bccbe5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36bccbe5.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36bd824d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36bd824d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_36c00374 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36c00374.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36c3f858 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36c3f858.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36d542d8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36d542d8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_36dfcab4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36dfcab4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_36f5dd16 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_36f5dd16.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37038716 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37038716.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3709ad39 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3709ad39.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_370c9a66 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_370c9a66.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37154ab7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37154ab7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_371ad653 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_371ad653.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_371e1752 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_371e1752.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3724f595 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3724f595.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37302290 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37302290.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3736ebaa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3736ebaa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_374897ce through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_374897ce.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_375000fe through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_375000fe.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3752d326 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3752d326.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_37602398 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37602398.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_376963dc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_376963dc.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_377d32c1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_377d32c1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_378530d3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_378530d3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37a6eea7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37a6eea7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37a89cee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37a89cee.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37cb3dd7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37cb3dd7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37cc20a5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37cc20a5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37cda39a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37cda39a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37d27802 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37d27802.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_37df47bc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37df47bc.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_37e21332 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37e21332.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_37f9cb60 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_37f9cb60.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_381b3d3d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_381b3d3d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_381c0dcf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_381c0dcf.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_381cf85f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_381cf85f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_381e9d4f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_381e9d4f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_38354266 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_38354266.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3866cb32 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3866cb32.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_387d5c5c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_387d5c5c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3887fa11 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3887fa11.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3895c632 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3895c632.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_389d625f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_389d625f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_38c5fcad through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_38c5fcad.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_38ca3ac3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_38ca3ac3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_38e31d80 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_38e31d80.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_38fab4bc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_38fab4bc.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39041cb4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39041cb4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_390ca2e0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_390ca2e0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_391e5fb4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_391e5fb4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_39260a60 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39260a60.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_392ff7ee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_392ff7ee.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_39518924 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39518924.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_395ef441 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_395ef441.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3961a5fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3961a5fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_396907c7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_396907c7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39848caf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39848caf.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39898d16 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39898d16.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3991d385 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3991d385.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_399b2837 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_399b2837.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_39a605f9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39a605f9.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_39a92aa7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39a92aa7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39b35987 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39b35987.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39d45072 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39d45072.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39e77e4d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39e77e4d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39e7e3ad through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39e7e3ad.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_39e81c14 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39e81c14.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39e86757 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39e86757.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39f5a9f6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39f5a9f6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_39f87ec1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_39f87ec1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3a0ba959 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a0ba959.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a236197 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a236197.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a24c38b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a24c38b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3a499910 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a499910.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a4efc41 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a4efc41.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a735aea through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a735aea.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3a77b0fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a77b0fb.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3a7e59bd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a7e59bd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a862ab3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a862ab3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a8fe04e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a8fe04e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a910a0f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a910a0f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a9ba55e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a9ba55e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3a9c2fa2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3a9c2fa2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3aa70322 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3aa70322.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3aac8ee0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3aac8ee0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3ab953c8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3ab953c8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3ac6b9b0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3ac6b9b0.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3acf0737 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3acf0737.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3ad11734 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3ad11734.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3adb76e4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3adb76e4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3ae4c44a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3ae4c44a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3af837f1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3af837f1.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b0f0606 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b0f0606.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3b0fcb56 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b0fcb56.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b1ec9fe through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b1ec9fe.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b22d9f8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b22d9f8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b2546ae through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b2546ae.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b2e78c9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b2e78c9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b47282d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b47282d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b497d97 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b497d97.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b4f7786 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b4f7786.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3b5435d8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b5435d8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b56463d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b56463d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3b598fbe through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b598fbe.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b5df3cf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b5df3cf.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3b6eb47d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b6eb47d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b7b75f6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b7b75f6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_3b7bcf32 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b7bcf32.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_3b85446b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_3b85446b.json (auth=9/11, grade=REJECTED)
