chembl_id,pref_name,canonical_smiles,status,targets,mechanism_of_action
CHEMBL8213,,O=S(=O)(c1cccc2cccnc12)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1,investigational,,
CHEMBL8432,,O=C(C[C@@H](Cc1ccc(-c2ccc3c(c2)OCO3)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)NO,investigational,,
CHEMBL8378,,CCN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)ccc2S1(=O)=O,investigational,,
CHEMBL8338,,COc1cc2nc(N3CCNCC3)cc(N)c2cc1OC,investigational,,
CHEMBL427999,,Oc1cccc(C2CCCN(CCc3ccccc3)C2)c1,investigational,,
CHEMBL460,MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,investigational,,
CHEMBL412906,,COc1ccc2[nH]c3c(cnn4nnnc34)c2c1,investigational,,
CHEMBL8312,,C=C1C2=C(CC(C)(C)C2=O)C(=O)C(C)(O)C12CC2,investigational,,
CHEMBL8471,,O=C(O)Cn1c(=O)c2ccccc2c(=O)c2ccccc21,investigational,,
CHEMBL266688,,O=C(O)CN(C(=O)c1cccc2ccccc12)c1ccccc1,investigational,,
CHEMBL8167,,O=C(O)CN(C(=O)c1ccccc1)c1ccc2ccccc2c1,investigational,,
CHEMBL268835,,O=C1[C@@H](NS(=O)(=O)c2cc3nc(Cl)ccc3s2)CCN1Cc1cc2c[nH]ccc-2n1,investigational,,
CHEMBL267462,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2c[nH]ccc-2n1,investigational,,
CHEMBL7993,,CC1=C/C(=C\C#CCCO)C(=O)C(C)(O)C12CC2,investigational,,
CHEMBL7994,,CC1=C/C(=C\c2cccs2)C(=O)C(C)(O)C12CC2,investigational,,
CHEMBL8187,,Cc1nc(NC(=O)c2ccc(C(=N)N)cc2)sc1CCC(=O)O,investigational,,
CHEMBL8188,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL416326,,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1CCNc1ccncc1,investigational,,
CHEMBL8527,,C=C1CC(C(C)C)(C(C)C)OC1=O,investigational,,
CHEMBL269655,,C=C1CC(CC)(CC)OC1=O,investigational,,
CHEMBL8470,,C=C1CC(C)(CC)OC1=O,investigational,,
CHEMBL8472,,C=C1CC(CC)OC1=O,investigational,,
CHEMBL8275,,Nc1ncnc2c1ncn2C1CC(O)C(O)C1O,investigational,,
CHEMBL266350,,CCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL440832,,CCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8626,,CN1CCCC(c2cccc(O)c2)C1,investigational,,
CHEMBL416141,,CC(C)N1CCCC(c2cccc(O)c2)C1,investigational,,
CHEMBL8293,,C=C1CC2(CC3CCC2C3)OC1=O,investigational,,
CHEMBL267170,,C=C1C(=O)OC(c2ccccc2)(c2ccccc2)C1C(=O)OCC,investigational,,
CHEMBL8266,,CCCCN1CCCC(c2cccc(O)c2)C1,investigational,,
CHEMBL8267,,CCN1CCCC(c2cccc(O)c2)C1,investigational,,
CHEMBL8268,,Oc1cccc([C@H]2CCCNC2)c1,investigational,,
CHEMBL266098,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccccn3)s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL416513,,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL8313,,CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8143,,COc1ccc2[nH]c3c(cnn4c(C)nnc34)c2c1,investigational,,
CHEMBL8144,,COc1ccc2[nH]c3c(cnn4cnnc34)c2c1,investigational,,
CHEMBL276727,IODOACETAMIDE,NC(=O)CI,investigational,,
CHEMBL269156,,O=S(=O)(c1cccc2nonc12)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1,investigational,,
CHEMBL268416,,COc1cc2nc(N3CCN(C(=O)Nc4ccccc4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL267428,,C=CCNC(=O)N1CCN(c2cc(N)c3cc(OC)c(OC)cc3n2)CC1,investigational,,
CHEMBL8189,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(SC)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL267529,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](Oc4ccc(C)cc4)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL273971,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccccc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL8316,,COc1ccc2[nH]c3c(N/N=C\c4ccccc4)nncc3c2c1,investigational,,
CHEMBL8039,,C=C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O,investigational,,
CHEMBL274328,,C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O,investigational,,
CHEMBL266958,,O=S(=O)(c1cccs1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1,investigational,,
CHEMBL8201,,NCCCNCc1ccc2ccccc2c1,investigational,,
CHEMBL8332,,CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)cc1,investigational,,
CHEMBL276701,,COc1cc2nc(N3CCN(c4ccccc4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL53,APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,investigational,,
CHEMBL8208,,c1ccc2c(CNCc3c[nH]c4ccccc34)cccc2c1,investigational,,
CHEMBL430145,MOTUPORIN,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,investigational,,
CHEMBL444092,MICROCYSTIN-LR,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,investigational,,
CHEMBL54,HALOPERIDOL,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,investigational,,
CHEMBL8433,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccncc3)s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL266556,,O=S(=O)(N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1)C(F)(F)F,investigational,,
CHEMBL8417,,CCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8418,,NCCCCNC(=O)[C@H](CCCCNCc1c[nH]c2ccccc12)NCc1ccc2ccccc2c1,investigational,,
CHEMBL275750,,CCCCC(=O)OCC(=O)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](NCc4ccccc4)[C@@H](O)[C@@H](C)C2)C1)C(=O)c1c(OC)cccc1C3=O,investigational,,
CHEMBL8206,,Cc1c(S(=O)(=O)N[C@H]2CCN(Cc3cc4[nH]cccc-4n3)C2=O)sc2ccc(Cl)cc12,investigational,,
CHEMBL8315,,C[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL267430,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL8344,,Cc1c(S(=O)(=O)N[C@H]2CCN(CCNc3ccncc3)C2=O)sc2cc(Cl)ccc12,investigational,,
CHEMBL8641,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc(Cl)c(Cl)c2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8350,,CC1=C/C(=C\C(C)C)C(=O)C(C)(O)C12CC2,investigational,,
CHEMBL8254,,CCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL267196,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL268209,,CCCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL414211,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](Oc4ccccc4)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL414821,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL7947,,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL268226,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL276726,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8033,,Oc1cccc([C@@H]2CCCNC2)c1,investigational,,
CHEMBL8112,,O=C1[C@@H](NS(=O)(=O)c2cc3nc(Cl)ccc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL266533,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL417422,,COc1cc2nc(N3CCN(Cc4ccccc4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL266119,,COc1cc2nc(N3CCN(C(=O)c4ccccc4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL276729,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(O)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL8211,N-ETHYLMALEIMIDE,CCN1C(=O)C=CC1=O,investigational,,
CHEMBL8485,,CC(NCCCc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,investigational,,
CHEMBL8486,MDL-28170,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,investigational,,
CHEMBL8104,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL269776,,NCCCNC(=O)[C@H](CNCc1c[nH]c2ccccc12)NCc1ccc2ccccc2c1,investigational,,
CHEMBL275932,,C=C1C(=O)OC2CC3(C)CCCC4(CO4)C3CC12,investigational,,
CHEMBL269539,,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL269541,,O=S(=O)(Cc1ccccc1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1,investigational,,
CHEMBL266736,,CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CCN(Cc3cc4[nH]cccc-4n3)C2=O)cc1,investigational,,
CHEMBL8368,,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL8258,,CC(NCCc1ccc(Cl)cc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,investigational,,
CHEMBL266331,,CC(NC(=O)CCc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,investigational,,
CHEMBL8369,,CCCNC(=O)N1CCN(c2cc(N)c3cc(OC)c(OC)cc3n2)CC1,investigational,,
CHEMBL266305,,NCCNC(=O)[C@H](CNCc1ccc2ccccc2c1)NCc1ccc2ccccc2c1,investigational,,
CHEMBL267668,,CCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8553,,COc1cccc(-c2ccc(C[C@H](CC(=O)NO)C(=O)N[C@H]3c4ccccc4C[C@H]3O)cc2)c1,investigational,,
CHEMBL8554,,O=C(O)CNC(=O)c1ccccc1Cl,investigational,,
CHEMBL8744,,CC1=C/C(=C\c2ccccc2)C(=O)C(C)(O)C12CC2,investigational,,
CHEMBL267532,,Oc1[nH]ncc2c3cc(OCc4ccccc4)ccc3nc1-2,investigational,,
CHEMBL414822,,COc1cc2nc(N(C)C)cc(N)c2cc1OC,investigational,,
CHEMBL8287,,N[C@H](CCC(=O)O)C(=O)N(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,investigational,,
CHEMBL266554,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL416879,,N.N.O=c1[nH]c(=O)n(C2CC(O)C(OP(=O)(O)O)O2)cc1F,investigational,,
CHEMBL274563,,CC(=O)N(CC(=O)O)c1cccc(C)c1,investigational,,
CHEMBL8619,,CC(=O)N(CC(=O)O)c1ccccc1C,investigational,,
CHEMBL8460,,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@@](C)(O)CCCc1ccccc1,investigational,,
CHEMBL267958,,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@](C)(O)CCCc1ccccc1,investigational,,
CHEMBL8831,,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,investigational,,
CHEMBL262694,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccncc2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8621,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccccn2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8728,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCN2CCOCC2)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8503,,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2c[nH]ccc-2n1,investigational,,
CHEMBL8509,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1cc2c[nH]ccc-2n1,investigational,,
CHEMBL266132,,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL269611,,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL8632,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL8436,,C=C1CC2(CC3CC4(CC(=C)C(=O)O4)CC3C2)OC1=O,investigational,,
CHEMBL276422,,C=C1CC2(CCC3(CC2)CC(=C)C(=O)O3)OC1=O,investigational,,
CHEMBL441015,,C=C1C(=O)OC2C3CCC(C3)C12,investigational,,
CHEMBL262447,,O=C1[C@@H](NS(=O)(=O)c2cc3ccnc(Cl)c3s2)CCN1Cc1cc2[nH]cccc-2n1,investigational,,
CHEMBL8689,,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL8382,,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cc[nH]cc-2n1,investigational,,
CHEMBL273769,,CC(NC(=O)Cc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,investigational,,
CHEMBL8425,NAFAZATROM,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,investigational,,
CHEMBL8426,,COc1cc2nc(N3CCN(C(C)=O)CC3)cc(N)c2cc1OC,investigational,,
CHEMBL8825,,O=C(O)CCCCCNC(=O)N(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,investigational,,
CHEMBL266765,,COc1cccc2c1C(CCCN1CCN(c3cccc(Cl)c3)CC1)=CCC2,investigational,,
CHEMBL266534,,COc1cccc2c1C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)=CCC2,investigational,,
CHEMBL8610,,C(#CCN1CCCC1)COC1=NOCC1,investigational,,
CHEMBL8510,,CN(C)CC#CCN1OCCC1=O,investigational,,
CHEMBL275104,,O=C1CCON1CC#CCN1CCCC1,investigational,,
CHEMBL414823,,O=C(O)CNC(=O)c1cccc([N+](=O)[O-])c1,investigational,,
CHEMBL8538,,COc1ccc(C(=O)NC(C)C(=O)O)cc1,investigational,,
CHEMBL8564,,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL267505,,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL417240,,CC(=O)N(c1ccccc1)C(C)C(=O)O,investigational,,
CHEMBL274852,,CCCCC(C)(C)C(O)c1cccc(OCc2cccc(C(=O)OC)c2)c1,investigational,,
CHEMBL8427,,CCCCCC(OC1CCCCO1)c1cccc(OCc2cccc(C(=O)OC)c2)c1,investigational,,
CHEMBL275749,,C=C1CC2(CCCC3CCCCC32)OC1=O,investigational,,
CHEMBL8650,,C=C1CC2(OC1=O)C(C)CCCC2C,investigational,,
CHEMBL8686,,O=C(NCCNS(=O)(=O)c1ccccc1)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1)OCCO3,investigational,,
CHEMBL461,HIPPURIC ACID,O=C(O)CNC(=O)c1ccccc1,investigational,,
CHEMBL55,PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,investigational,,
CHEMBL8713,,N=C(N)c1ccc(CCCCCCCc2ccc(C(=N)N)cc2)cc1,investigational,,
CHEMBL269204,,CC(=O)N(c1ccc(Cl)cc1)C(C)C(=O)O,investigational,,
CHEMBL8481,,COc1ccc(N(C(C)=O)C(C)C(=O)O)cc1,investigational,,
CHEMBL8635,,CC(C)(C)c1cc(/C=C/c2ccc(Cl)c(Cl)c2)cc(C(C)(C)C)c1O,investigational,,
CHEMBL8636,,Cc1ccc(/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,investigational,,
CHEMBL274854,,C=C1C(=O)OC2CC3(C)CCCC(=O)C3CC12,investigational,,
CHEMBL274877,,Cc1ccc(C(=O)NCC(=O)O)cc1,investigational,,
CHEMBL274878,,C[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL416695,,C=C1CC(C(C)(C)C)OC1=O,investigational,,
CHEMBL8546,,COc1ccc(CC(=O)NC(C)C2CCC3C4CC=C5CC(O)CCC5(C)C4CCC23C)cc1,investigational,,
CHEMBL8859,,CC(NCc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,investigational,,
CHEMBL462,4-CHLOROHIPPURIC ACID,O=C(O)CNC(=O)c1ccc(Cl)cc1,investigational,,
CHEMBL8551,,Nc1cccc(C(=O)NCC(=O)O)c1,investigational,,
CHEMBL8761,,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O,investigational,,
CHEMBL436925,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCOC)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8747,REV-5901,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,investigational,,
CHEMBL8731,,C=C1CC(CCCCCCCCCCC)OC1=O,investigational,,
CHEMBL8760,,C=C1CC(C)(C)OC1=O,investigational,,
CHEMBL8461,,C=C1CC(c2ccccc2)OC1=O,investigational,,
CHEMBL8875,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(OC)cc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL417787,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](Oc4ccc(OC)cc4)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL263971,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(C)cc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL8682,,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,investigational,,
CHEMBL8771,NEOPLANOCIN A,Nc1ncnc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,investigational,,
CHEMBL8772,,CCCCCC(O)c1cccc(OCc2cccc(CC(=O)O)c2)c1,investigational,,
CHEMBL8873,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(C)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL274119,RACEMETHIONINE,CSCCC(N)C(=O)O,investigational,,
CHEMBL266133,,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc([S+](C)[O-])cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O,investigational,,
CHEMBL268381,,CC(C)c1cccc(-c2ccc(C[C@H](CC(=O)NO)C(=O)N[C@H]3c4ccccc4C[C@H]3O)cc2)c1,investigational,,
CHEMBL276222,,CC(=O)N(c1ccc(C)cc1)C(C)C(=O)O,investigational,,
CHEMBL8775,,CC(=O)N(CC(=O)O)c1cccc2ccccc12,investigational,,
CHEMBL276223,,C=C1CC2(CCC(C(C)(C)C)CC2)OC1=O,investigational,,
CHEMBL8786,,O=C(O)CN(C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,investigational,,
CHEMBL8860,,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)OC)Cc2cc3c(cc2S1(=O)=O)OCCO3,investigational,,
CHEMBL8861,,O=C1[C@@H](NS(=O)(=O)c2cc3ccnc(Cl)c3s2)CCN1CCNc1ccncc1,investigational,,
CHEMBL463,AMINOHIPPURIC ACID,Nc1ccc(C(=O)NCC(=O)O)cc1,investigational,,
CHEMBL276221,,Nc1ccccc1C(=O)NCC(=O)O,investigational,,
CHEMBL274433,,O=C(O)CN(C(=O)c1ccccc1)c1ccc(Cl)cc1,investigational,,
CHEMBL8498,,CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8646,,CCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,investigational,,
CHEMBL8607,,CC(=O)N(CC(=O)O)c1ccc([N+](=O)[O-])cc1,investigational,,
CHEMBL274118,,CC(=O)N(CC(=O)O)c1ccc(Cl)cc1,investigational,,
CHEMBL8381,,O=C(O)CN1C(=O)c2cccc3cccc1c23,investigational,,
CHEMBL440603,,O=C(O)Cn1c(=O)c2ccccc2c2ccccc21,investigational,,
CHEMBL274775,,O=C(O)CN1C(=O)c2ccccc2CCc2ccccc21,investigational,,
CHEMBL417061,,CCCCNS(=O)(=O)c1ccccc1-c1ccc(C[C@H](CC(=O)NO)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,investigational,,
CHEMBL276168,,CC(=O)N(CC(=O)O)c1ccccc1,investigational,,
CHEMBL266982,,O=C(O)CN(C(=O)c1ccccc1)c1cccc2ccccc12,investigational,,
CHEMBL8370,,O=C(O)CN(C(=O)c1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])cc1,investigational,,
CHEMBL8597,ASCOMYCIN,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL269165,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(F)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
CHEMBL262698,,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,investigational,,
