ncats_id,name,smiles,status,atc,mechanism
YRC253429Q,PHENOXYACETIC ACID,,approved,,
YUL4LO94HK,RESORCINOL,,approved,,
FST467XS7D,SACCHARIN,,approved,,
2KR89I4H1Y,STEARYL ALCOHOL,,approved,,
2Z3E1OF81V,BUTYLSCOPOLAMINE,,approved,,
4P8QP9768A,O-PHTHALALDEHYDE,,approved,,
1VL8J38ERO,SANTONIN,,approved,,
GW89575KF9,SQUALANE,,approved,,
6OK753033Z,"2,2'-DITHIOBISBENZOTHIAZOLE",,approved,,
60MEW57T9G,ALIZARIN,,approved,,
C5INA23HXF,ARBUTIN,,approved,,
701M4TTV9O,BENZOPHENONE,,approved,,
V67O3RO97U,BENZYL CINNAMATE,,approved,,
7592YJ0J6T,CEPHARANTHINE,,approved,,
S0IU5Y1R32,CYPHENOTHRIN,,approved,,
1NKX3648J9,DICHLOROBENZYL ALCOHOL,,approved,,
1Y1L18LQAF,ESCULIN,,approved,,
6M452G7O1F,ETHYL PIPERIDINOACETYLAMINOBENZOATE,,approved,,
QGH063955F,FIPRONIL,,approved,,
9NTI6P3O4X,GLYCERYL 1-PHOSPHATE,,approved,,
2OZ1K9JKQC,GUAIAZULENE,,approved,,
73OFA861WY,IMIPROTHRIN,,approved,,
8724FJW4M5,INDOLE,,approved,,
5M0MWY797U,ISOEUGENOL,,approved,,
GFD7C86Q1W,"LIMONENE, (+)-",,approved,,
DEL7T5QRPN,METHYLCHLOROISOTHIAZOLINONE,,approved,,
2166IN72UN,NAPHTHALENE,,approved,,
H39MRI1X2O,P-NITROPHENYL-O-ETHYL ETHYLPHOSPHONATE,,approved,,
I6G9Y0J1OJ,PHENOLSULFONPHTHALEIN,,approved,,
C2K325S808,PROTOPORPHYRIN,,approved,,
F211C9MSGY,RIBOFLAVIN TETRABUTYRATE,,approved,,
UJV8K21YKL,THIAMINE DISULFIDE,,approved,,
W5H94CY6V6,THIAMPHENICOL AMINOACETATE,,approved,,
Q1GT04827L,THIOCTIC ACID AMIDE,,approved,,
46S541971T,THIOINOSINE,,approved,,
YS6K3EU393,"2,4,6-TRIBROMOPHENOL",,approved,,
S2A0P1AFQ9,ESTRIOL TRIPROPIONATE,,approved,,
K4NE48GG1Y,NANDROLONE CYCLOHEXYLPROPIONATE,,approved,,
0OL293AV80,TETRAGASTRIN,,approved,,
W4HFE001U5,TENOFOVIR ANHYDROUS,,approved,,
P88XT4IS4D,PACLITAXEL,,approved,,
WI4X0X7BPJ,HYDROCORTISONE,,approved,,
4TI98Z838E,ESTRADIOL,,approved,,
3XMK78S47O,TESTOSTERONE,,approved,,
32HRV3E3D5,GRISEOFULVIN,,approved,,
S79426A41Z,FLUPHENAZINE,,approved,,
X4W7ZR7023,METHYLPREDNISOLONE,,approved,,
J6292F8L3D,HALOPERIDOL,,approved,,
41VRH5220H,PAROXETINE,,approved,,
7355X3ROTS,DEXTROMETHORPHAN,,approved,,
6158TKW0C5,PHENYTOIN,,approved,,
LER583670J,LOXAPINE,,approved,,
T18F433X4S,NORETHINDRONE,,approved,,
RUM6K67ESG,TREPROSTINIL,,approved,,
QF8SVZ843E,ALBUTEROL,,approved,,
6PLQ3CP4P3,ETOPOSIDE,,approved,,
884KT10YB7,RANITIDINE,,approved,,
F446C597KA,TRIAMCINOLONE ACETONIDE,,approved,,
U202363UOS,FENOFIBRATE,,approved,,
SV0CSG527L,FLUOROMETHOLONE,,approved,,
838F01T721,PALIPERIDONE,,approved,,
YI7VU623SF,PROPOFOL,,approved,,
Y8335394RO,BUPIVACAINE,,approved,,
Q508Q118JM,ENALAPRILAT ANHYDROUS,,approved,,
140QMO216E,METRONIDAZOLE,,approved,,
TLM2976OFR,RIBOFLAVIN,,approved,,
740T4C525W,SULFISOXAZOLE,,approved,,
2DI9HA706A,ESTRONE,,approved,,
1ZK20VI6TY,TRIAMCINOLONE,,approved,,
E90NZP2L9U,DIGITOXIN,,approved,,
2679MF687A,NIACIN,,approved,,
Q40X8H422O,HYDROXOCOBALAMIN,,approved,,
1C6V77QF41,CHOLECALCIFEROL,,approved,,
F91H02EBWT,ARFORMOTEROL,,approved,,
RBZ1571X5H,DASATINIB,,approved,,
15H5577CQD,DOCETAXEL,,approved,,
9P6159HM7T,HALOBETASOL,,approved,,
A9R10K3F2F,LEVOMEFOLATE CALCIUM,,approved,,
QFP0P1DV7Z,SITAGLIPTIN,,approved,,
93AKI1U6QF,SPECTINOMYCIN,,approved,,
8L5014XET7,TERAZOSIN,,approved,,
H57G17P2FN,BROMPHENIRAMINE,,approved,,
WK2XYI10QM,IBUPROFEN,,approved,,
CK833KGX7E,AMPHETAMINE,,approved,,
JJ768O327N,DEXTROAMPHETAMINE SULFATE,,approved,,
927AH8112L,NITROFURANTOIN,,approved,,
AN164J8Y0X,TRIMETHOPRIM,,approved,,
5S6W795CQM,NALTREXONE,,approved,,
3C5ORO99TY,TRIPELENNAMINE,,approved,,
N7U69T4SZR,OLANZAPINE,,approved,,
7WY7YBI87E,PHENYLBUTYRIC ACID,,approved,,
O3FX965V0I,ACETAZOLAMIDE,,approved,,
MRK240IY2L,AZATHIOPRINE,,approved,,
KGZ1SLC28Z,BECLOMETHASONE,,approved,,
0FRP6G56LD,BIPERIDEN,,approved,,
6OEV9DX57Y,CEFOXITIN,,approved,,
77W477J15H,CHLOROTHIAZIDE,,approved,,
80061L1WGD,CIMETIDINE,,approved,,
M5DP350VZV,ETHACRYNIC ACID,,approved,,
S312EY6ZT8,FOSINOPRILAT,,approved,,
WZG3J2MCOL,GRANISETRON,,approved,,
30S50YM8OG,HYDROXYZINE,,approved,,
OGG85SX4E4,IMIPRAMINE,,approved,,
8HR4QJ6DW8,MOMETASONE,,approved,,
K9P6MC7092,OXYBUTYNIN,,approved,,
1WS297W6MV,PHENYLEPHRINE,,approved,,
046O35D44R,PRILOCAINE,,approved,,
982XCM1FOI,TOLBUTAMIDE,,approved,,
C045TQL4WP,PHENTERMINE,,approved,,
4Q13LY9Z8X,METHDILAZINE,,approved,,
MHJ80W9LRB,OXAPROZIN,,approved,,
Z61I075U2W,PENICILLIN V,,approved,,
KV2JZ1BI6Z,PYRIDOXINE,,approved,,
0N7609K889,SULFADIAZINE,,approved,,
7DZO8EB0Z3,AMILORIDE,,approved,,
8VZV102JFY,FLUCONAZOLE,,approved,,
91W6Z2N718,CEFOTIAM,,approved,,
AAN7QOV9EA,ICOSAPENT,,approved,,
V10579P3QZ,AMDINOCILLIN,,approved,,
35LT29625A,ESTRAMUSTINE,,approved,,
1NHL2J4X8K,BENZTROPINE,,approved,,
95QN29S1ID,CLEMASTINE,,approved,,
N9I9HDB855,DIHYDROCODEINE,,approved,,
8Q1PVL543G,DIPIVEFRIN,,approved,,
80168379AG,DOXORUBICIN,,approved,,
2KH13Z0S0Y,EPROSARTAN,,approved,,
MDY902UXSR,ESMOLOL,,approved,,
U3P01618RT,FLUOROURACIL,,approved,,
4QWG6N8QKH,HYDROXYCHLOROQUINE,,approved,,
JED5K35YGL,ILOPROST,,approved,,
F089I0511L,INDAPAMIDE,,approved,,
9MG78X43ZT,INDINAVIR ANHYDROUS,,approved,,
Q51BO43MG4,LEVOTHYROXINE,,approved,,
3L5TQ84570,MECLIZINE,,approved,,
3982TWQ96G,NEOSTIGMINE,,approved,,
99DK7FVK1H,NEVIRAPINE,,approved,,
O408N561GF,PHENELZINE,,approved,,
13T4O6VMAM,PIROXICAM,,approved,,
83619PEU5T,PRAMIPEXOLE,,approved,,
N8ONU3L3PG,TERBUTALINE,,approved,,
9F388J00UK,TROVAFLOXACIN,,approved,,
UCE6F4125H,VARDENAFIL,,approved,,
5J49Q6B70F,VINCRISTINE,,approved,,
58IFB293JI,VORINOSTAT,,approved,,
LR3CD8SX89,FLUMETHASONE,,approved,,
6SO6U10H04,BIOTIN,,approved,,
73312P173G,DIPHENOXYLATE,,approved,,
9E01C36A9S,ETHYNODIOL,,approved,,
OGM0YHD1WF,SIBUTRAMINE HYDROCHLORIDE,,approved,,
R9M4FJE48E,DALFOPRISTIN,,approved,,
U0476M545B,FLUDROCORTISONE,,approved,,
90Y4QC304K,KETOPROFEN,,approved,,
46627O600J,LEVODOPA,,approved,,
82VFR53I78,ARIPIPRAZOLE,,approved,,
G2B4VE5GH8,AZTREONAM,,approved,,
TK65WKS8HL,BUSPIRONE,,approved,,
80M03YXJ7I,VALSARTAN,,approved,,
G70B4ETF4S,EMTRICITABINE,,approved,,
A051Q2099Q,MIRTAZAPINE,,approved,,
RWM8CCW8GP,OCTREOTIDE,,approved,,
BJ4HF6IU1D,PINDOLOL,,approved,,
6GQP90I798,ADEFOVIR,,approved,,
S8Q36MD2XX,CANDESARTAN,,approved,,
ADN79D536H,CLOBETASOL,,approved,,
T2DHJ9645W,DIFLORASONE,,approved,,
P2K93U8740,FLUDARABINE,,approved,,
21807M87J2,HYDROXYPROGESTERONE,,approved,,
T58MSI464G,ACARBOSE,,approved,,
362O9ITL9D,ACETAMINOPHEN,,approved,,
QGC8W08I6I,ACETOHEXAMIDE,,approved,,
LCH760E9T7,ACITRETIN,,approved,,
A20F9XAI7W,ACRIVASTINE,,approved,,
1L4806J2QF,ADAPALENE,,approved,,
K72T3FS567,ADENOSINE,,approved,,
F4216019LN,ALBENDAZOLE,,approved,,
136H45TB7B,ALCLOMETASONE,,approved,,
YU55MQ3IZY,ALPRAZOLAM,,approved,,
BF4C9Z1J53,AMANTADINE,,approved,,
HW6NV07QEC,AMBRISENTAN,,approved,,
423W026MA9,AMCINONIDE,,approved,,
ILA426L95O,AMIFOSTINE ANHYDROUS,,approved,,
U6F3787206,AMINOCAPROIC ACID,,approved,,
0O54ZQ14I9,AMINOGLUTETHIMIDE,,approved,,
BRL1C2459K,AMLEXANOX,,approved,,
R63VQ857OT,AMOXAPINE,,approved,,
2Z07MYW1AZ,ANASTROZOLE,,approved,,
N21FAR7B4S,APOMORPHINE,,approved,,
1NF15YR6UY,APREPITANT,,approved,,
50VV3VW0TI,ATENOLOL,,approved,,
Y883P1Z2LT,ATOVAQUONE,,approved,,
3H04W2810V,AURANOFIN,,approved,,
M801H13NRU,AZACITIDINE,,approved,,
94Z39NID6C,AZATADINE,,approved,,
H789N3FKE8,BACLOFEN,,approved,,
5Q52X6ICJI,BENDROFLUMETHIAZIDE,,approved,,
A61RXM4375,BEXAROTENE,,approved,,
A0Z3NAU9DP,BICALUTAMIDE,,approved,,
QXS94885MZ,BIMATOPROST,,approved,,
69G8BD63PP,BORTEZOMIB,,approved,,
E6GNX3HHTE,BRIMONIDINE,,approved,,
9451Z89515,BRINZOLAMIDE,,approved,,
0Y2S3XUQ5H,BUMETANIDE,,approved,,
LL60K9J05T,CABERGOLINE,,approved,,
FXC9231JVH,CALCITRIOL,,approved,,
6804DJ8Z9U,CAPECITABINE,,approved,,
YQ0UGU4SE2,CAPOZIDE,,approved,,
S07O44R1ZM,CAPSAICIN,,approved,,
33CM23913M,CARBAMAZEPINE,,approved,,
U68WG3173Y,CARMUSTINE,,approved,,
81QS09V3YW,CEFDITOREN,,approved,,
807PW4VQE3,CEFEPIME,,approved,,
7U75I1278D,CEFOPERAZONE,,approved,,
48SPP0PA9Q,CEFOTETAN,,approved,,
IW71N46B4Y,CEFTIBUTEN,,approved,,
JCX84Q7J1L,CELECOXIB,,approved,,
9S7OD60EWP,CHLORPROTHIXENE,,approved,,
Q0MQD1073Q,CHLORTHALIDONE,,approved,,
S59502J185,CICLESONIDE,,approved,,
19W019ZDRJ,CICLOPIROX,,approved,,
N7Z035406B,CILOSTAZOL,,approved,,
UAZ6V7728S,CINACALCET,,approved,,
QX62KLI41N,CISATRACURIUM,,approved,,
H1250JIK0A,CLARITHROMYCIN,,approved,,
N8ZUB7XE0H,CLOCORTOLONE,,approved,,
762RDY0Y2H,CLOFARABINE,,approved,,
NUV44L116D,CLOMIPRAMINE,,approved,,
G07GZ97H65,CLOTRIMAZOLE,,approved,,
O6X5QGC2VB,CLOXACILLIN,,approved,,
95IK5KI84Z,CYCLOSERINE,,approved,,
P71U09G5BW,CYCLOTHIAZIDE,,approved,,
1CC1JFE158,DACTINOMYCIN,,approved,,
N29QWW3BUO,DANAZOL,,approved,,
F64QU97QCR,DANTROLENE,,approved,,
8W5C518302,DAPSONE,,approved,,
APG9819VLM,DARIFENACIN,,approved,,
776B62CQ27,DECITABINE,,approved,,
FVF865388R,DESLORATADINE,,approved,,
81K9V7M3A3,DESOGESTREL,,approved,,
J280872D1O,DESONIDE,,approved,,
67VB76HONO,DEXMEDETOMIDINE,,approved,,
048L81261F,DEXRAZOXANE,,approved,,
Q3JTX2Q7TU,DIAZEPAM,,approved,,
O5CB12L4FN,DIAZOXIDE,,approved,,
VVJ6673MHY,DICHLORPHENAMIDE,,approved,,
K3GDH6OH08,DIDANOSINE,,approved,,
V867Q8X3ZD,DIETHYLCARBAMAZINE,,approved,,
Q94YYU22B8,DIETHYLPROPION,,approved,,
S8A06QG2QE,DIFLUPREDNATE,,approved,,
73K4184T59,DIGOXIN,,approved,,
K7Q1JQR04M,DINOPROSTONE,,approved,,
64ALC7F90C,DIPYRIDAMOLE,,approved,,
GFO928U8MQ,DISOPYRAMIDE,,approved,,
TR3MLJ1UAI,DISULFIRAM,,approved,,
9G1OE216XY,DOCOSANOL,,approved,,
R4Z9X1N2ND,DOFETILIDE,,approved,,
94F3830Q73,DOXAPRAM,,approved,,
3DIZ9LF5Y9,DOXERCALCIFEROL,,approved,,
95QB77JKPL,DOXYLAMINE,,approved,,
09NO5N37E0,DROPERIDOL LACTATE,,approved,,
O5TNM5N07U,DULOXETINE,,approved,,
O0J6XJN02I,DUTASTERIDE,,approved,,
90I02KLE8K,DYDROGESTERONE,,approved,,
JE6H2O27P8,EFAVIRENZ,,approved,,
4975G9NM6T,ENTACAPONE,,approved,,
6995V82D0B,EPLERENONE,,approved,,
VS041H42XC,ERGOCALCIFEROL,,approved,,
J4T82NDH7E,ERLOTINIB,,approved,,
36S3EQV54C,ESTAZOLAM,,approved,,
UZX80K71OE,ESZOPICLONE,,approved,,
423D2T571U,ETHINYL ESTRADIOL,,approved,,
5SEH9X1D1D,ETHOSUXIMIDE,,approved,,
46QG38NC4U,ETHOTOIN,,approved,,
2M36281008,ETODOLAC,,approved,,
304GTH6RNH,ETONOGESTREL,,approved,,
9HW64Q8G6G,EVEROLIMUS,,approved,,
NY22HMQ4BX,EXEMESTANE,,approved,,
EOR26LQQ24,EZETIMIBE,,approved,,
101V0R1N2E,FEBUXOSTAT,,approved,,
X72RBB02N8,FELBAMATE,,approved,,
OL961R6O2C,FELODIPINE,,approved,,
RA33EAC7KY,FENOPROFEN,,approved,,
57GNO57U7G,FINASTERIDE,,approved,,
K94FTS1806,FLECAINIDE,,approved,,
039LU44I5M,FLOXURIDINE,,approved,,
40P7XK9392,FLUMAZENIL,,approved,,
QK4DYS664X,FLUNISOLIDE,,approved,,
0CD5FD6S2M,FLUOCINOLONE ACETONIDE,,approved,,
2W4A77YPAN,FLUOCINONIDE,,approved,,
76W6J0943E,FLUTAMIDE,,approved,,
O2GMZ0LF5W,FLUTICASONE PROPIONATE,,approved,,
O4L1XPO44W,FLUVOXAMINE,,approved,,
22X328QOC4,FULVESTRANT,,approved,,
7LXU5N7ZO5,FUROSEMIDE,,approved,,
S65743JHBS,GEFITINIB,,approved,,
B76N6SBZ8R,GEMCITABINE,,approved,,
Q8X02027X3,GEMFIBROZIL,,approved,,
6KY687524K,GLIMEPIRIDE,,approved,,
X7WDT95N5C,GLIPIZIDE,,approved,,
0RH81L854J,GLUTAMINE,,approved,,
SX6K58TVWC,GLYBURIDE,,approved,,
0F65R8P09N,GOSERELIN,,approved,,
765C9332T4,GUANADREL,,approved,,
H50H3S3W74,HISTRELIN,,approved,,
26NAK24LS8,HYDRALAZINE,,approved,,
501CFL162R,HYDROFLUMETHIAZIDE,,approved,,
2436VX1U9B,IBUTILIDE,,approved,,
VPO7KJ050N,ILOPERIDONE,,approved,,
P1QW714R7M,IMIQUIMOD,,approved,,
JUT23379TN,INAMRINONE,,approved,,
34237V843T,ISOCARBOXAZID,,approved,,
IA7306519N,ISOSORBIDE DINITRATE,,approved,,
LX1OH63030,ISOSORBIDE MONONITRATE,,approved,,
YO1UK1S598,ISRADIPINE,,approved,,
304NUG5GF4,ITRACONAZOLE,,approved,,
690G0D6V8H,KETAMINE,,approved,,
X49220T18G,KETOTIFEN,,approved,,
R5H8897N95,LABETALOL,,approved,,
U3H27498KS,LAMOTRIGINE,,approved,,
0G3DE8943Y,LANREOTIDE,,approved,,
0K5C5T2QPG,LANSOPRAZOLE,,approved,,
6Z5B6HVF6O,LATANOPROST,,approved,,
F0P408N6V4,LENALIDOMIDE,,approved,,
7LKK855W8I,LETROZOLE,,approved,,
44YRR34555,LEVETIRACETAM,,approved,,
6U5EA9RT2O,LEVOCETIRIZINE,,approved,,
9G0LAW7ATQ,LEVOMEPROMAZINE,,approved,,
5W7SIA7YZW,LEVONORGESTREL,,approved,,
7AJO3BO7QN,LORATADINE,,approved,,
O26FZP769L,LORAZEPAM,,approved,,
Z8CBU6KR16,LOTEPREDNOL,,approved,,
2U1W68TROF,MAPROTILINE,,approved,,
MD6P741W8A,MARAVIROC,,approved,,
7BO8G1BYQU,MASOPROCOL,,approved,,
81G6I5V05I,MEBENDAZOLE,,approved,,
48I5LU4ZWD,MECLOFENAMIC ACID,,approved,,
367589PJ2C,MEFENAMIC ACID,,approved,,
EA6LD1M70M,MEGESTROL,,approved,,
VG2QF83CGL,MELOXICAM,,approved,,
W8O17SJF3T,MEMANTINE,,approved,,
R420KW629U,MEPHENYTOIN,,approved,,
B6E06QE59J,MEPIVACAINE,,approved,,
4Q81I59GXC,MESALAMINE,,approved,,
W733B0S9SD,METHAZOLAMIDE,,approved,,
554Z48XN5E,METHIMAZOLE,,approved,,
125OD7737X,METHOCARBAMOL,,approved,,
YL5FZ2Y5U1,METHOTREXATE,,approved,,
0G76K8X6C0,METHSUXIMIDE,,approved,,
L3H46UAC61,METHYCLOTHIAZIDE,,approved,,
585NM85KYM,METHYL AMINOLEVULINATE,,approved,,
W53L6FE61V,METHYLERGONOVINE,,approved,,
V9EFU16ZIF,METHYLTESTOSTERONE,,approved,,
L4YEB44I46,METOCLOPRAMIDE,,approved,,
DOQ0J0TPF7,METYROSINE,,approved,,
6YE7PBM15H,MIDODRINE,,approved,,
320T6RNW1F,MIFEPRISTONE,,approved,,
0V5436JAQW,MIGLITOL,,approved,,
ADN3S497AZ,MIGLUSTAT,,approved,,
JU9YAX04C7,MILRINONE,,approved,,
5965120SH1,MINOXIDIL,,approved,,
0E43V0BB57,MISOPROSTOL,,approved,,
78E4J5IB5J,MITOTANE,,approved,,
LW0TIW155Z,NABUMETONE,,approved,,
4FB1TON47A,NAFTIFINE,,approved,,
H231GF11BV,NAPHAZOLINE,,approved,,
41X3PWK4O2,NATEGLINIDE,,approved,,
27X63J94GR,NEFAZODONE HYDROCHLORIDE,,approved,,
HO3OGH5D7I,NELFINAVIR,,approved,,
0J9L7J6V8C,NEPAFENAC,,approved,,
25X51I8RD4,NIACINAMIDE,,approved,,
8KK8CQ2K8G,NICLOSAMIDE,,approved,,
I9ZF7L6G2L,NIFEDIPINE,,approved,,
51G6I8B902,NILUTAMIDE,,approved,,
57WA9QZ5WH,NIMODIPINE,,approved,,
4I8HAB65SZ,NISOLDIPINE,,approved,,
15KFG88UOJ,TIZOXANIDE,,approved,,
K5BN214699,NITISINONE,,approved,,
P41PML4GHR,NIZATIDINE,,approved,,
A4P49JAZ9H,OFLOXACIN,,approved,,
8W1IQP3U10,OLMESARTAN,,approved,,
95M8R751W8,ORLISTAT,,approved,,
K6106LV5Q8,OSELTAMIVIR ACID,,approved,,
6GOW6DWN2A,OXAZEPAM,,approved,,
VZI5B1W380,OXCARBAZEPINE,,approved,,
C668Q9I33J,OXICONAZOLE,,approved,,
519MXN9YZR,OXPRENOLOL,,approved,,
L76T0ZCA8K,OXYMETHOLONE,,approved,,
6702D36OG5,PARICALCITOL,,approved,,
04Q9AIZ7NO,PEMETREXED,,approved,,
395575MZO7,PENTOSTATIN,,approved,,
SD6QCT3TSU,PENTOXIFYLLINE,,approved,,
0TTZ664R7Z,PHENOXYBENZAMINE,,approved,,
7KYV510875,PIMECROLIMUS,,approved,,
1HIZ4DL86F,PIMOZIDE,,approved,,
M5681Q5F9P,PITAVASTATIN,,approved,,
L36H50F353,PODOFILOX,,approved,,
36780APV5N,POLYTHIAZIDE,,approved,,
6TK1G07BHZ,POSACONAZOLE,,approved,,
Q30VCC064M,PRAZEPAM,,approved,,
V901LV1K7D,PREDNICARBATE,,approved,,
VB0R961HZT,PREDNISONE,,approved,,
55JG375S6M,PREGABALIN,,approved,,
13AFD7670Q,PRIMIDONE,,approved,,
PO572Z7917,PROBENECID,,approved,,
P3CTH044XJ,PROBUCOL,,approved,,
L39WTC366D,PROCAINAMIDE,,approved,,
C6QE1Q1TKR,PROCYCLIDINE,,approved,,
4G7DS2Q64Y,PROGESTERONE,,approved,,
9Y8NXQ24VQ,PROPRANOLOL,,approved,,
5Y5F15120W,PROTIRELIN,,approved,,
19QM69HH21,PYRIDOSTIGMINE,,approved,,
Z3614QOX8W,PYRIMETHAMINE,,approved,,
BGL0JSY5SI,QUETIAPINE,,approved,,
32828355LL,RABEPRAZOLE,,approved,,
901AS54I69,RAMELTEON,,approved,,
L35JN3I7SJ,RAMIPRIL,,approved,,
A6IEZ5M406,RANOLAZINE,,approved,,
668Z8C33LU,REPAGLINIDE,,approved,,
49717AWG6K,RIBAVIRIN,,approved,,
1W306TDA6S,RIFABUTIN,,approved,,
VJT6J7R4TR,RIFAMPIN,,approved,,
L36O5T016N,RIFAXIMIN,,approved,,
7LJ087RS6F,RILUZOLE,,approved,,
O7M2E4264D,RIMEXOLONE,,approved,,
KM2Z91756Z,RISEDRONIC ACID,,approved,,
L6UH7ZF8HC,RISPERIDONE,,approved,,
O3J8G9O825,RITONAVIR,,approved,,
05V02F2KDG,ROSIGLITAZONE,,approved,,
87T4T8BO2E,ROTIGOTINE,,approved,,
WFW942PR79,RUFINAMIDE,,approved,,
2I4BC502BT,SALMETEROL,,approved,,
XBP604F6UM,SECOBARBITAL SODIUM,,approved,,
72W71I16EG,SERTACONAZOLE,,approved,,
38LVP0K73A,SEVOFLURANE,,approved,,
AGG2FN16EV,SIMVASTATIN,,approved,,
W36ZG6FT64,SIROLIMUS,,approved,,
A8910SQJ1U,SOLIFENACIN,,approved,,
9ZOQ3TZI87,SORAFENIB,,approved,,
A6D97U294I,SOTALOL,,approved,,
Q90AGA787L,SPARFLOXACIN,,approved,,
27O7W4T232,SPIRONOLACTONE,,approved,,
BO9LE4QFZF,STAVUDINE,,approved,,
AFE2YW0IIZ,SUFENTANIL,,approved,,
3XC8GUZ6CB,SULFASALAZINE,,approved,,
V6OFU47K3W,SULFINPYRAZONE,,approved,,
184SNS8VUH,SULINDAC,,approved,,
4VX7YNB537,TACRINE,,approved,,
742SXX0ICT,TADALAFIL,,approved,,
81BDR9Y8PS,TAZAROTENE,,approved,,
U5SYW473RQ,TELMISARTAN,,approved,,
CHB1QD2QSS,TEMAZEPAM,,approved,,
4Z8R6ORS6L,THALIDOMIDE,,approved,,
FTK8U1GZNX,THIOGUANINE,,approved,,
0EB439235F,TIOTROPIUM,,approved,,
9LT1BRO48Q,TOLAZAMIDE,,approved,,
CIF6334OLY,TOLCAPONE,,approved,,
21G72T1950,TOLVAPTAN,,approved,,
0H73WJJ391,TOPIRAMATE,,approved,,
7M7YKX2N15,TOPOTECAN,,approved,,
7NFE54O27T,TOREMIFENE,,approved,,
W31X2H97FB,TORSEMIDE,,approved,,
RR6866VL0O,TRANDOLAPRILAT,,approved,,
6T84R30KC1,TRANEXAMIC ACID,,approved,,
WJ68R08KX9,TRAVOPROST,,approved,,
EH28UP18IF,ISOTRETINOIN,,approved,,
WS821Z52LQ,TRIAMTERENE,,approved,,
1HM943223R,TRIAZOLAM,,approved,,
Q58C92TUN0,TRICHLORMETHIAZIDE,,approved,,
6RC5V8B7PO,TRIHEXYPHENIDYL,,approved,,
N0A3Z5XTC6,TROPICAMIDE,,approved,,
2C6NUM6878,VALRUBICIN,,approved,,
6Q205EH1VU,VANCOMYCIN,,approved,,
W6HS99O8ZO,VARENICLINE,,approved,,
5438723848,VECURONIUM,,approved,,
CJ0O37KU29,VERAPAMIL,,approved,,
GR120KRT6K,VIGABATRIN,,approved,,
XZ629S5L50,ZAFIRLUKAST,,approved,,
S62U433RMH,ZALEPLON,,approved,,
L6O3XI777I,ZANAMIVIR,,approved,,
4B9XT59T7S,ZIDOVUDINE,,approved,,
V1L22WVE2S,ZILEUTON,,approved,,
2FS66TH3YW,ZOLMITRIPTAN,,approved,,
459384H98V,ZONISAMIDE,,approved,,
W486SJ5824,ABARELIX,,approved,,
677C126AET,ALVIMOPAN,,approved,,
9HLM53094I,ANIDULAFUNGIN,,approved,,
HYD2U48IAS,BEPOTASTINE,,approved,,
QV897JC36D,BUTORPHANOL,,approved,,
OON1HFZ4BA,CETRORELIX,,approved,,
19O2GP3B7Q,CLEVIDIPINE,,approved,,
5PE9FDE8GB,CLONAZEPAM,,approved,,
P6YC3EG204,CYANOCOBALAMIN,,approved,,
83HN0GTJ6D,CYCLOSPORINE,,approved,,
VQZ63K01IW,DIFENOXIN HYDROCHLORIDE,,approved,,
7J8897W37S,DRONABINOL,,approved,,
G32F6EID2H,ERTAPENEM,,approved,,
6EIM3851UZ,ETHCHLORVYNOL,,approved,,
0C50HW4FO1,ETRAVIRINE,,approved,,
JS86977WNV,FLUTICASONE FUROATE,,approved,,
320YC168LF,HALAZEPAM,,approved,,
K27005NP0A,IXABEPILONE,,approved,,
563KS2PQY5,LACOSAMIDE,,approved,,
C56709M5NH,MAZINDOL,,approved,,
9E338QE28F,MEPERIDINE,,approved,,
UC6VBE7V1Z,METHADONE,,approved,,
R10H71BSWG,MICAFUNGIN,,approved,,
7H6TM3CT4L,OXANDROLONE,,approved,,
9VXA968E0C,OXYMORPHONE,,approved,,
AB2794W8KV,PHENDIMETRAZINE,,approved,,
Q08SIO485D,PHENPROCOUMON,,approved,,
JF8V0828ZI,QUAZEPAM,,approved,,
7AXV542LZ4,REGADENOSON ANHYDROUS,,approved,,
4MG6O8991R,RETAPAMULIN,,approved,,
CUZ39LUY82,SILODOSIN,,approved,,
4R1VB9P8V3,STANOZOLOL,,approved,,
723JX6CXY5,MENADIONE,,approved,,
X8XI70B5Z6,NITROFURAZONE,,approved,,
V27W9254FZ,CORTISONE,,approved,,
731DCA35BT,DIETHYLSTILBESTROL,,approved,,
S747T1ERAJ,ANISINDIONE,,approved,,
G63QQF2NOX,AVOBENZONE,,approved,,
8GM2J22278,BACAMPICILLIN,,approved,,
239IF5W61J,BENTIROMIDE,,approved,,
8SKN0B0MIM,BENZOIC ACID,,approved,,
5P4DHS6ENR,BENZONATATE,,approved,,
1TD8J48L61,BENZTHIAZIDE,,approved,,
0C94V6X681,BUCLIZINE,,approved,,
CLY16Y8Z7E,CARPHENAZINE,,approved,,
FFL0D546HO,CARPROFEN,,approved,,
4W0459ZA4V,CEFPROZIL,,approved,,
6Q18G1060S,CERIVASTATIN SODIUM,,approved,,
42C50P12AP,CHLOPHEDIANOL,,approved,,
GP568V9G19,CHLORMEZANONE,,approved,,
5YVB0POT2H,CHLOROPROCAINE,,approved,,
6V5034L121,CHLOROTRIANISENE,,approved,,
WTM2C3IL2X,CHLORPROPAMIDE,,approved,,
H0DE420U8G,CHLORZOXAZONE,,approved,,
141A6AMN38,CILASTATIN,,approved,,
BO76JF850N,CLIDINIUM,,approved,,
D959AE5USF,CLOFAZIMINE,,approved,,
72ZJ154X86,CYCLACILLIN,,approved,,
